datetime,date,hour,ward_id,ward_name,units_observed,bins_compromised,raccoon_confidence_level,average_unit_weight_kg,incidents_of_raccoon_human_standoff,avg_standoff_duration_sec,proximity_to_a_patio,complaints_logged
"March 22, 2024","March 22, 2024",10,20,Scarborough Southwest,2,0,1,5.7,0,0,0,0
"March 22, 2024","March 22, 2024",10,21,Scarborough Centre,3,1,1,5.19,0,0,0,0
"March 22, 2024","March 22, 2024",10,22,Scarborough-Agincourt,0,0,1,6.14,1,12,0,0
"March 22, 2024","March 22, 2024",10,23,Scarborough North,2,0,1,5.03,1,14,0,0
"March 22, 2024","March 22, 2024",10,24,Scarborough-Guildwood,2,2,1.6,5.17,0,0,0,0
"March 22, 2024","March 22, 2024",10,25,Scarborough-Rouge Park,0,2,1,6.12,0,0,0,0
"March 22, 2024","March 22, 2024",11,1,Etobicoke North,1,1,1.1,6.23,0,0,0,0
"March 22, 2024","March 22, 2024",11,2,Etobicoke Centre,2,1,2.6,5.4,0,0,0,0
"March 22, 2024","March 22, 2024",11,3,Etobicoke-Lakeshore,1,0,1.7,5.09,0,0,0,0
"March 22, 2024","March 22, 2024",11,4,Parkdale-High Park,0,1,1,6.24,0,0,0,1
"March 22, 2024","March 22, 2024",11,5,York South-Weston,4,0,2,5.66,1,10,0,0
"March 22, 2024","March 22, 2024",11,6,York Centre,5,0,1,6.47,0,0,0,1
"March 22, 2024","March 22, 2024",11,7,Humber River-Black Creek,1,0,5.6,6,0,0,0,0
"March 22, 2024","March 22, 2024",11,8,Eglinton-Lawrence,0,1,1,4.93,0,0,0,0
"March 22, 2024","March 22, 2024",11,9,Davenport,4,3,2.6,5.68,1,23,0,0
"March 22, 2024","March 22, 2024",11,10,Spadina-Fort York,3,2,1,4.18,0,0,0,0
"March 22, 2024","March 22, 2024",11,11,University-Rosedale,6,2,1,7.35,0,0,0,0
"March 22, 2024","March 22, 2024",11,12,Toronto-St. Paul's,2,2,3,4.8,0,0,0,0
"March 22, 2024","March 22, 2024",11,13,Toronto Centre,0,2,4,5.61,0,0,0,0
"March 22, 2024","March 22, 2024",11,14,Toronto-Danforth,6,2,3.5,5.52,0,0,0,0
"March 22, 2024","March 22, 2024",11,15,Don Valley West,0,0,3.9,6.07,0,0,0,0
"March 22, 2024","March 22, 2024",11,16,Don Valley East,1,3,6.7,5.74,0,0,0,0
"March 22, 2024","March 22, 2024",11,17,Don Valley North,1,5,1,5.72,0,0,0,0
"March 22, 2024","March 22, 2024",11,18,Willowdale,0,1,1,5.72,0,0,0,1
"March 22, 2024","March 22, 2024",11,19,Beaches-East York,4,4,1,5.98,2,13,0,0
"March 22, 2024","March 22, 2024",11,20,Scarborough Southwest,1,2,1.2,6.27,2,11,0,0
"March 22, 2024","March 22, 2024",11,21,Scarborough Centre,1,2,1,4.81,0,0,0,0
"March 22, 2024","March 22, 2024",11,22,Scarborough-Agincourt,3,2,3.1,5.39,0,0,0,1
"March 22, 2024","March 22, 2024",11,23,Scarborough North,2,3,3.6,5.36,0,0,0,0
"March 22, 2024","March 22, 2024",11,24,Scarborough-Guildwood,0,2,2.1,5.3,0,0,0,0
"March 22, 2024","March 22, 2024",11,25,Scarborough-Rouge Park,2,2,1,6.14,1,13,0,0
"March 22, 2024","March 22, 2024",12,1,Etobicoke North,4,0,2.1,5.91,2,15,0,0
"March 22, 2024","March 22, 2024",12,2,Etobicoke Centre,3,3,4.1,5.15,0,0,0,0
"March 22, 2024","March 22, 2024",12,3,Etobicoke-Lakeshore,4,1,1,5.33,1,18,0,0
"March 22, 2024","March 22, 2024",12,4,Parkdale-High Park,4,2,4.6,6.48,1,22,0,0
"March 22, 2024","March 22, 2024",12,5,York South-Weston,0,1,1,5.74,0,0,0,0
"March 22, 2024","March 22, 2024",12,6,York Centre,7,0,5.3,5.32,0,0,0,0
"March 22, 2024","March 22, 2024",12,7,Humber River-Black Creek,3,0,1,5.53,0,0,0,0
"March 22, 2024","March 22, 2024",12,8,Eglinton-Lawrence,3,0,2.2,6.21,0,0,0,0
"March 22, 2024","March 22, 2024",12,9,Davenport,3,2,6.2,5.57,1,23,0,1
"March 22, 2024","March 22, 2024",12,10,Spadina-Fort York,2,0,1.3,5.73,1,12,0,1
"March 22, 2024","March 22, 2024",12,11,University-Rosedale,5,1,1.9,6.24,0,0,0,0
"March 22, 2024","March 22, 2024",12,12,Toronto-St. Paul's,3,0,2.7,4.68,0,0,0,0
"March 22, 2024","March 22, 2024",12,13,Toronto Centre,3,4,1,6.99,1,8,0,0
"March 22, 2024","March 22, 2024",12,14,Toronto-Danforth,4,1,3.8,6.5,0,0,0,0
"March 22, 2024","March 22, 2024",12,15,Don Valley West,5,0,1,5.91,0,0,0,1
"March 22, 2024","March 22, 2024",12,16,Don Valley East,3,2,4.2,6.12,1,15,0,0
"March 22, 2024","March 22, 2024",12,17,Don Valley North,0,5,1,5.63,1,16,0,0
"March 22, 2024","March 22, 2024",12,18,Willowdale,6,3,1.4,5.81,1,10,0,0
"March 22, 2024","March 22, 2024",12,19,Beaches-East York,2,4,3.1,5.95,0,0,0,0
"March 22, 2024","March 22, 2024",12,20,Scarborough Southwest,3,3,1.3,5.88,0,0,0,0
"March 22, 2024","March 22, 2024",12,21,Scarborough Centre,2,2,1,5.51,0,0,0,0
"March 22, 2024","March 22, 2024",12,22,Scarborough-Agincourt,5,2,2.8,7.25,0,0,0,0
"March 22, 2024","March 22, 2024",12,23,Scarborough North,0,3,2.6,5.3,0,0,0,0
"March 22, 2024","March 22, 2024",12,24,Scarborough-Guildwood,0,1,2.8,5.96,0,0,0,0
"March 22, 2024","March 22, 2024",12,25,Scarborough-Rouge Park,0,3,1.1,4.6,0,0,0,0
"March 22, 2024","March 22, 2024",13,1,Etobicoke North,2,2,1,6.14,0,0,0,0
"March 22, 2024","March 22, 2024",13,2,Etobicoke Centre,3,2,3.1,5.39,0,0,0,0
"March 22, 2024","March 22, 2024",13,3,Etobicoke-Lakeshore,2,4,1.1,5.71,0,0,0,0
"March 22, 2024","March 22, 2024",13,4,Parkdale-High Park,6,4,1,5.33,2,21,0,0
"March 22, 2024","March 22, 2024",13,5,York South-Weston,0,0,1.8,6.03,0,0,0,0
"March 22, 2024","March 22, 2024",13,6,York Centre,1,2,1,5.44,1,9,0,0
"March 22, 2024","March 22, 2024",13,7,Humber River-Black Creek,1,1,1,4.66,0,0,0,0
"March 22, 2024","March 22, 2024",13,8,Eglinton-Lawrence,7,1,5.8,6.04,0,0,0,0
"March 22, 2024","March 22, 2024",13,9,Davenport,5,3,2.2,5.84,0,0,0,0
"March 22, 2024","March 22, 2024",13,10,Spadina-Fort York,3,3,1,5.84,0,0,0,0
"March 22, 2024","March 22, 2024",13,11,University-Rosedale,4,3,1.7,6.33,0,0,0,0
"March 22, 2024","March 22, 2024",13,12,Toronto-St. Paul's,2,0,4.4,5.19,0,0,0,0
"March 22, 2024","March 22, 2024",13,13,Toronto Centre,6,2,3.3,5.7,0,0,0,0
"March 22, 2024","March 22, 2024",13,14,Toronto-Danforth,2,1,1.3,6.3,0,0,0,0
"March 22, 2024","March 22, 2024",13,15,Don Valley West,4,0,1.8,4.93,0,0,0,0
"March 22, 2024","March 22, 2024",13,16,Don Valley East,0,1,1,5.46,0,0,0,0
"March 22, 2024","March 22, 2024",13,17,Don Valley North,3,4,1,5.3,0,0,0,0
"March 22, 2024","March 22, 2024",13,18,Willowdale,1,0,1,6.3,0,0,0,0
"March 22, 2024","March 22, 2024",13,19,Beaches-East York,2,2,2.2,6.46,2,12,0,0
"March 22, 2024","March 22, 2024",13,20,Scarborough Southwest,5,3,1,5.58,0,0,0,0
"March 22, 2024","March 22, 2024",13,21,Scarborough Centre,6,0,1.8,5.46,0,0,0,1
"March 22, 2024","March 22, 2024",13,22,Scarborough-Agincourt,0,4,1,5.89,0,0,0,0
"March 22, 2024","March 22, 2024",13,23,Scarborough North,0,0,1,6.05,1,21,0,1
"March 22, 2024","March 22, 2024",13,24,Scarborough-Guildwood,2,2,1.4,5.36,0,0,0,0
"March 22, 2024","March 22, 2024",13,25,Scarborough-Rouge Park,0,1,1.2,5.11,1,9,0,0
"March 22, 2024","March 22, 2024",14,1,Etobicoke North,5,2,3.9,5.17,1,17,0,0
"March 22, 2024","March 22, 2024",14,2,Etobicoke Centre,0,1,1.1,6.63,0,0,0,0
"March 22, 2024","March 22, 2024",14,3,Etobicoke-Lakeshore,3,1,1.7,7.09,1,15,0,0
"March 22, 2024","March 22, 2024",14,4,Parkdale-High Park,6,3,3.5,6.02,1,17,0,1
"March 22, 2024","March 22, 2024",14,5,York South-Weston,5,0,4,5.96,0,0,0,0
"March 22, 2024","March 22, 2024",14,6,York Centre,6,2,1,5.14,0,0,0,0
"March 22, 2024","March 22, 2024",14,7,Humber River-Black Creek,1,0,1,4.95,0,0,0,1
"March 22, 2024","March 22, 2024",14,8,Eglinton-Lawrence,6,3,1,5.54,0,0,0,0
"March 22, 2024","March 22, 2024",14,9,Davenport,3,1,2.6,5.36,0,0,0,0
"March 22, 2024","March 22, 2024",14,10,Spadina-Fort York,6,3,3.7,6.4,0,0,0,0
"March 22, 2024","March 22, 2024",14,11,University-Rosedale,2,2,1.6,4.97,2,13,0,0
"March 22, 2024","March 22, 2024",14,12,Toronto-St. Paul's,4,0,1,5.16,1,11,0,0
"March 22, 2024","March 22, 2024",14,13,Toronto Centre,1,1,6.4,6.44,0,0,0,0
"March 22, 2024","March 22, 2024",14,14,Toronto-Danforth,2,0,1.8,5.7,1,6,0,1
"March 22, 2024","March 22, 2024",14,15,Don Valley West,2,2,4.2,5.16,2,13,0,0
"March 22, 2024","March 22, 2024",14,16,Don Valley East,1,0,2.1,6.53,1,16,0,0
"March 22, 2024","March 22, 2024",14,17,Don Valley North,4,0,1,5.61,0,0,0,0
"March 22, 2024","March 22, 2024",14,18,Willowdale,0,2,1,4.77,0,0,0,0
"March 22, 2024","March 22, 2024",14,19,Beaches-East York,4,2,6.8,6.31,0,0,0,0
"March 22, 2024","March 22, 2024",14,20,Scarborough Southwest,3,1,3.3,4.59,0,0,0,0
"March 22, 2024","March 22, 2024",14,21,Scarborough Centre,2,0,3.6,4.57,0,0,0,0
"March 22, 2024","March 22, 2024",14,22,Scarborough-Agincourt,0,2,2.8,6.15,0,0,0,0
"March 22, 2024","March 22, 2024",14,23,Scarborough North,2,1,2.2,5.41,0,0,0,0
"March 22, 2024","March 22, 2024",14,24,Scarborough-Guildwood,0,3,3.8,5.23,0,0,0,0
"March 22, 2024","March 22, 2024",14,25,Scarborough-Rouge Park,4,2,1,4.03,0,0,0,0
"March 22, 2024","March 22, 2024",15,1,Etobicoke North,1,0,1,5.38,0,0,0,1
"March 22, 2024","March 22, 2024",15,2,Etobicoke Centre,2,2,2.6,6.18,1,14,0,0
"March 22, 2024","March 22, 2024",15,3,Etobicoke-Lakeshore,2,0,1.1,5.63,0,0,0,0
"March 22, 2024","March 22, 2024",15,4,Parkdale-High Park,3,3,2.6,6.62,0,0,0,1
"March 22, 2024","March 22, 2024",15,5,York South-Weston,0,2,1.4,6.12,0,0,0,0
"March 22, 2024","March 22, 2024",15,6,York Centre,0,0,1,5.92,0,0,0,0
"March 22, 2024","March 22, 2024",15,7,Humber River-Black Creek,0,0,1,4.47,0,0,0,0
"March 22, 2024","March 22, 2024",15,8,Eglinton-Lawrence,4,3,2.6,6.05,0,0,0,0
"March 22, 2024","March 22, 2024",15,9,Davenport,3,3,2.7,5.52,0,0,0,0
"March 22, 2024","March 22, 2024",15,10,Spadina-Fort York,3,2,1,6.51,0,0,0,0
"March 22, 2024","March 22, 2024",15,11,University-Rosedale,6,1,1,6.34,1,18,0,0
"March 22, 2024","March 22, 2024",15,12,Toronto-St. Paul's,0,1,2.2,6.16,1,11,0,0
"March 22, 2024","March 22, 2024",15,13,Toronto Centre,1,4,1,5.17,0,0,0,0
"March 22, 2024","March 22, 2024",15,14,Toronto-Danforth,1,3,1,6.35,2,8,0,0
"March 22, 2024","March 22, 2024",15,15,Don Valley West,0,0,1,6.41,0,0,0,0
"March 22, 2024","March 22, 2024",15,16,Don Valley East,6,1,1,5.64,0,0,0,0
"March 22, 2024","March 22, 2024",15,17,Don Valley North,0,3,2.1,5.19,1,15,0,0
"March 22, 2024","March 22, 2024",15,18,Willowdale,1,0,4.4,5.06,0,0,0,0
"March 22, 2024","March 22, 2024",15,19,Beaches-East York,0,1,1,4.94,2,15,0,0
"March 22, 2024","March 22, 2024",15,20,Scarborough Southwest,1,2,1.2,6.24,0,0,0,0
"March 22, 2024","March 22, 2024",15,21,Scarborough Centre,0,3,3.3,5.27,2,14,0,0
"March 22, 2024","March 22, 2024",15,22,Scarborough-Agincourt,1,3,1,4.52,0,0,0,0
"March 22, 2024","March 22, 2024",15,23,Scarborough North,0,1,2.9,5,0,0,0,0
"March 22, 2024","March 22, 2024",15,24,Scarborough-Guildwood,6,0,1,5.07,0,0,0,0
"March 22, 2024","March 22, 2024",15,25,Scarborough-Rouge Park,5,5,3.8,4.8,0,0,0,0
"March 22, 2024","March 22, 2024",16,1,Etobicoke North,3,3,2.8,6.18,0,0,0,0
"March 22, 2024","March 22, 2024",16,2,Etobicoke Centre,5,0,4,5.11,0,0,0,0
"March 22, 2024","March 22, 2024",16,3,Etobicoke-Lakeshore,2,0,2.2,5.24,0,0,0,0
"March 22, 2024","March 22, 2024",16,4,Parkdale-High Park,3,2,4.1,6.56,0,0,0,0
"March 22, 2024","March 22, 2024",16,5,York South-Weston,0,1,1.6,4.99,0,0,0,0
"March 22, 2024","March 22, 2024",16,6,York Centre,2,1,1,5.84,0,0,0,0
"March 22, 2024","March 22, 2024",16,7,Humber River-Black Creek,1,0,1,7,0,0,0,0
"March 22, 2024","March 22, 2024",16,8,Eglinton-Lawrence,3,3,1.2,6.4,2,15,0,0
"March 22, 2024","March 22, 2024",16,9,Davenport,3,0,4.1,5.17,0,0,0,0
"March 22, 2024","March 22, 2024",16,10,Spadina-Fort York,0,3,1,6.03,0,0,0,0
"March 22, 2024","March 22, 2024",16,11,University-Rosedale,6,3,3,5.85,0,0,0,0
"March 22, 2024","March 22, 2024",16,12,Toronto-St. Paul's,2,0,2.3,5.99,0,0,0,0
"March 22, 2024","March 22, 2024",16,13,Toronto Centre,2,2,1,5.57,0,0,0,0
"March 22, 2024","March 22, 2024",16,14,Toronto-Danforth,4,2,2.6,5.41,1,4,0,0
"March 22, 2024","March 22, 2024",16,15,Don Valley West,5,0,1.9,5.81,0,0,0,0
"March 22, 2024","March 22, 2024",16,16,Don Valley East,0,2,1.1,5.47,2,7,0,0
"March 22, 2024","March 22, 2024",16,17,Don Valley North,3,0,1,4.86,0,0,0,1
"March 22, 2024","March 22, 2024",16,18,Willowdale,2,2,2,5.58,0,0,0,0
"March 22, 2024","March 22, 2024",16,19,Beaches-East York,3,1,1,5.49,0,0,0,0
"March 22, 2024","March 22, 2024",16,20,Scarborough Southwest,3,2,2.5,6.48,0,0,0,0
"March 22, 2024","March 22, 2024",16,21,Scarborough Centre,2,0,1.6,5.75,0,0,0,0
"March 22, 2024","March 22, 2024",16,22,Scarborough-Agincourt,4,2,4.8,5.38,2,16,0,0
"March 22, 2024","March 22, 2024",16,23,Scarborough North,5,1,1,6.22,1,14,0,0
"March 22, 2024","March 22, 2024",16,24,Scarborough-Guildwood,3,2,1.5,4.89,1,12,0,0
"March 22, 2024","March 22, 2024",16,25,Scarborough-Rouge Park,3,0,1,4.73,0,0,0,0
"March 22, 2024","March 22, 2024",17,1,Etobicoke North,0,1,2,5.6,1,9,0,0
"March 22, 2024","March 22, 2024",17,2,Etobicoke Centre,4,3,2.7,5.75,0,0,0,1
"March 22, 2024","March 22, 2024",17,3,Etobicoke-Lakeshore,1,4,1,5.35,1,15,0,0
"March 22, 2024","March 22, 2024",17,4,Parkdale-High Park,3,3,7.6,5.63,1,25,0,0
"March 22, 2024","March 22, 2024",17,5,York South-Weston,4,1,1,6.94,0,0,0,0
"March 22, 2024","March 22, 2024",17,6,York Centre,3,0,1,5.9,0,0,0,1
"March 22, 2024","March 22, 2024",17,7,Humber River-Black Creek,1,1,1,5.06,0,0,0,0
"March 22, 2024","March 22, 2024",17,8,Eglinton-Lawrence,1,3,1,5.34,0,0,0,0
"March 22, 2024","March 22, 2024",17,9,Davenport,1,1,1.5,5.65,1,9,0,0
"March 22, 2024","March 22, 2024",17,10,Spadina-Fort York,2,1,1,5.3,2,12,0,0
"March 22, 2024","March 22, 2024",17,11,University-Rosedale,6,1,1,5.3,0,0,0,0
"March 22, 2024","March 22, 2024",17,12,Toronto-St. Paul's,1,2,1,4.53,1,14,0,0
"March 22, 2024","March 22, 2024",17,13,Toronto Centre,0,3,1,5.53,1,16,0,1
"March 22, 2024","March 22, 2024",17,14,Toronto-Danforth,3,3,1.7,4.89,0,0,0,0
"March 22, 2024","March 22, 2024",17,15,Don Valley West,3,1,2.5,5.96,0,0,0,0
"March 22, 2024","March 22, 2024",17,16,Don Valley East,0,1,2.4,5.27,0,0,0,0
"March 22, 2024","March 22, 2024",17,17,Don Valley North,1,1,1,4.88,0,0,0,0
"March 22, 2024","March 22, 2024",17,18,Willowdale,2,0,1,5.72,0,0,0,0
"March 22, 2024","March 22, 2024",17,19,Beaches-East York,2,0,1.8,5.37,0,0,0,1
"March 22, 2024","March 22, 2024",17,20,Scarborough Southwest,4,1,1,5.67,1,8,0,0
"March 22, 2024","March 22, 2024",17,21,Scarborough Centre,0,1,1,5.57,0,0,0,0
"March 22, 2024","March 22, 2024",17,22,Scarborough-Agincourt,4,0,1.6,5.5,0,0,0,0
"March 22, 2024","March 22, 2024",17,23,Scarborough North,0,4,2,5.3,1,8,0,0
"March 22, 2024","March 22, 2024",17,24,Scarborough-Guildwood,3,2,4.1,5.83,0,0,0,0
"March 22, 2024","March 22, 2024",17,25,Scarborough-Rouge Park,0,0,3.4,5.17,0,0,0,0
"March 22, 2024","March 22, 2024",18,1,Etobicoke North,0,2,2.7,5.2,0,0,0,0
"March 22, 2024","March 22, 2024",18,2,Etobicoke Centre,3,1,3.2,5.54,0,0,0,0
"March 22, 2024","March 22, 2024",18,3,Etobicoke-Lakeshore,3,1,2,5.83,0,0,0,0
"March 22, 2024","March 22, 2024",18,4,Parkdale-High Park,2,2,3.2,6.11,0,0,1,0
"March 22, 2024","March 22, 2024",18,5,York South-Weston,3,3,3.4,5.74,0,0,0,0
"March 22, 2024","March 22, 2024",18,6,York Centre,3,0,1,4.9,0,0,0,0
"March 22, 2024","March 22, 2024",18,7,Humber River-Black Creek,3,0,1,5.8,0,0,0,0
"March 22, 2024","March 22, 2024",18,8,Eglinton-Lawrence,4,2,1,5.69,1,13,0,0
"March 22, 2024","March 22, 2024",18,9,Davenport,2,2,1.6,5.6,1,18,0,0
"March 22, 2024","March 22, 2024",18,10,Spadina-Fort York,4,2,3,6.48,1,9,1,0
"March 22, 2024","March 22, 2024",18,11,University-Rosedale,4,2,2.4,6.2,1,19,1,0
"March 22, 2024","March 22, 2024",18,12,Toronto-St. Paul's,2,3,3,5.21,1,19,0,0
"March 22, 2024","March 22, 2024",18,13,Toronto Centre,6,2,3,5.38,0,0,1,0
"March 22, 2024","March 22, 2024",18,14,Toronto-Danforth,3,2,1,4.58,0,0,1,0
"March 22, 2024","March 22, 2024",18,15,Don Valley West,2,0,1,5.58,0,0,0,0
"March 22, 2024","March 22, 2024",18,16,Don Valley East,3,2,1.5,4.37,0,0,0,0
"March 22, 2024","March 22, 2024",18,17,Don Valley North,3,2,1,5.08,0,0,0,0
"March 22, 2024","March 22, 2024",18,18,Willowdale,0,0,1.1,5.51,0,0,0,0
"March 22, 2024","March 22, 2024",18,19,Beaches-East York,1,5,1,5.68,0,0,1,0
"March 22, 2024","March 22, 2024",18,20,Scarborough Southwest,1,2,1,5.76,0,0,0,0
"March 22, 2024","March 22, 2024",18,21,Scarborough Centre,0,4,2.4,6,0,0,0,0
"March 22, 2024","March 22, 2024",18,22,Scarborough-Agincourt,3,0,1.9,5.01,1,10,0,0
"March 22, 2024","March 22, 2024",18,23,Scarborough North,0,0,1,4.65,0,0,0,0
"March 22, 2024","March 22, 2024",18,24,Scarborough-Guildwood,0,5,3.9,5.6,0,0,0,0
"March 22, 2024","March 22, 2024",18,25,Scarborough-Rouge Park,2,1,1,5.63,0,0,0,0
"March 22, 2024","March 22, 2024",19,1,Etobicoke North,5,0,1,5.56,1,12,0,0
"March 22, 2024","March 22, 2024",19,2,Etobicoke Centre,0,3,1.4,5.89,2,16,0,0
"March 22, 2024","March 22, 2024",19,3,Etobicoke-Lakeshore,1,2,1.2,5.79,0,0,0,0
"March 22, 2024","March 22, 2024",19,4,Parkdale-High Park,6,1,2.1,5.3,0,0,1,1
"March 22, 2024","March 22, 2024",19,5,York South-Weston,0,2,1,6.56,0,0,0,0
"March 22, 2024","March 22, 2024",19,6,York Centre,4,0,1,5.46,0,0,0,0
"March 22, 2024","March 22, 2024",19,7,Humber River-Black Creek,0,0,2.2,5.59,0,0,0,0
"March 22, 2024","March 22, 2024",19,8,Eglinton-Lawrence,0,0,1,5.79,0,0,0,0
"March 22, 2024","March 22, 2024",19,9,Davenport,1,2,1.5,5.59,0,0,0,0
"March 22, 2024","March 22, 2024",19,10,Spadina-Fort York,2,1,1.1,6.04,0,0,1,0
"March 22, 2024","March 22, 2024",19,11,University-Rosedale,0,3,1,5.6,1,12,1,0
"March 22, 2024","March 22, 2024",19,12,Toronto-St. Paul's,1,1,1,6.11,0,0,0,0
"March 22, 2024","March 22, 2024",19,13,Toronto Centre,6,4,2.4,5.57,0,0,1,0
"March 22, 2024","March 22, 2024",19,14,Toronto-Danforth,6,3,4.8,5.67,1,17,1,0
"March 22, 2024","March 22, 2024",19,15,Don Valley West,1,2,1.3,6.21,0,0,0,0
"March 22, 2024","March 22, 2024",19,16,Don Valley East,4,2,1,4.77,0,0,0,0
"March 22, 2024","March 22, 2024",19,17,Don Valley North,4,0,1,5.55,0,0,0,0
"March 22, 2024","March 22, 2024",19,18,Willowdale,5,4,1,5.87,2,8,0,0
"March 22, 2024","March 22, 2024",19,19,Beaches-East York,1,3,1.8,4.76,2,11,1,0
"March 22, 2024","March 22, 2024",19,20,Scarborough Southwest,2,0,1.2,5.41,0,0,0,0
"March 22, 2024","March 22, 2024",19,21,Scarborough Centre,3,0,1.6,5.69,0,0,0,0
"March 22, 2024","March 22, 2024",19,22,Scarborough-Agincourt,5,1,1,4.95,0,0,0,0
"March 22, 2024","March 22, 2024",19,23,Scarborough North,1,0,4.9,6.28,0,0,0,0
"March 22, 2024","March 22, 2024",19,24,Scarborough-Guildwood,1,0,1.1,6.31,0,0,0,0
"March 22, 2024","March 22, 2024",19,25,Scarborough-Rouge Park,0,1,2.1,3.8,1,15,0,0
"March 22, 2024","March 22, 2024",20,1,Etobicoke North,0,3,1,4.46,0,0,0,0
"March 22, 2024","March 22, 2024",20,2,Etobicoke Centre,1,2,1,4.3,0,0,0,0
"March 22, 2024","March 22, 2024",20,3,Etobicoke-Lakeshore,4,0,1,6.06,0,0,0,0
"March 22, 2024","March 22, 2024",20,4,Parkdale-High Park,4,3,4.2,5.52,0,0,1,0
"March 22, 2024","March 22, 2024",20,5,York South-Weston,0,4,3.2,5.14,0,0,0,0
"March 22, 2024","March 22, 2024",20,6,York Centre,0,0,1,5.46,0,0,0,0
"March 22, 2024","March 22, 2024",20,7,Humber River-Black Creek,3,4,4.3,5.22,1,17,0,0
"March 22, 2024","March 22, 2024",20,8,Eglinton-Lawrence,4,0,2.1,5.26,0,0,0,0
"March 22, 2024","March 22, 2024",20,9,Davenport,0,2,2.5,6.16,0,0,0,0
"March 22, 2024","March 22, 2024",20,10,Spadina-Fort York,3,0,1.4,6.81,0,0,1,0
"March 22, 2024","March 22, 2024",20,11,University-Rosedale,4,3,2.7,7.47,1,15,1,0
"March 22, 2024","March 22, 2024",20,12,Toronto-St. Paul's,2,0,1,4.14,0,0,0,0
"March 22, 2024","March 22, 2024",20,13,Toronto Centre,8,2,1,5.43,3,10,1,0
"March 22, 2024","March 22, 2024",20,14,Toronto-Danforth,1,3,1,5.16,0,0,1,0
"March 22, 2024","March 22, 2024",20,15,Don Valley West,1,1,2.7,6.63,1,20,0,0
"March 22, 2024","March 22, 2024",20,16,Don Valley East,2,2,2.7,5.32,0,0,0,0
"March 22, 2024","March 22, 2024",20,17,Don Valley North,1,3,3.6,4.54,0,0,0,0
"March 22, 2024","March 22, 2024",20,18,Willowdale,4,2,5.2,5.48,0,0,0,0
"March 22, 2024","March 22, 2024",20,19,Beaches-East York,5,2,2.9,6.05,1,10,1,0
"March 22, 2024","March 22, 2024",20,20,Scarborough Southwest,3,0,3.4,3.36,0,0,0,0
"March 22, 2024","March 22, 2024",20,21,Scarborough Centre,1,1,2.4,4.79,1,20,0,0
"March 22, 2024","March 22, 2024",20,22,Scarborough-Agincourt,3,0,1.2,5.72,0,0,0,0
"March 22, 2024","March 22, 2024",20,23,Scarborough North,0,3,1,5.8,0,0,0,0
"March 22, 2024","March 22, 2024",20,24,Scarborough-Guildwood,2,2,1,7.4,0,0,0,0
"March 22, 2024","March 22, 2024",20,25,Scarborough-Rouge Park,1,0,2.2,5.68,0,0,0,0
"March 22, 2024","March 22, 2024",21,1,Etobicoke North,15,8,6.3,5.86,3,26,0,0
"March 22, 2024","March 22, 2024",21,2,Etobicoke Centre,12,8,10,5.55,2,26,0,1
"March 22, 2024","March 22, 2024",21,3,Etobicoke-Lakeshore,15,11,10,6.32,2,23,0,1
"March 22, 2024","March 22, 2024",21,4,Parkdale-High Park,21,15,10,6.47,4,28,1,2
"March 22, 2024","March 22, 2024",21,5,York South-Weston,12,5,8.1,4.69,2,28,0,1
"March 22, 2024","March 22, 2024",21,6,York Centre,11,7,8.6,5.62,2,30,0,1
"March 22, 2024","March 22, 2024",21,7,Humber River-Black Creek,9,8,9.2,5.92,1,26,0,0
"March 22, 2024","March 22, 2024",21,8,Eglinton-Lawrence,15,8,7.6,5.68,2,22,0,1
"March 22, 2024","March 22, 2024",21,9,Davenport,15,12,9.2,5.08,4,16,0,1
"March 22, 2024","March 22, 2024",21,10,Spadina-Fort York,15,13,10,5.52,3,26,1,2
"March 22, 2024","March 22, 2024",21,11,University-Rosedale,19,14,10,5.82,3,24,1,3
"March 22, 2024","March 22, 2024",21,12,Toronto-St. Paul's,10,8,6.4,5.63,1,25,0,1
"March 22, 2024","March 22, 2024",21,13,Toronto Centre,17,14,9.8,6.09,3,26,1,3
"March 22, 2024","March 22, 2024",21,14,Toronto-Danforth,20,12,10,6.67,4,22,1,2
"March 22, 2024","March 22, 2024",21,15,Don Valley West,10,7,9.6,5.27,1,32,0,1
"March 22, 2024","March 22, 2024",21,16,Don Valley East,12,10,8,6.04,2,22,0,1
"March 22, 2024","March 22, 2024",21,17,Don Valley North,12,13,10,5.3,1,23,0,2
"March 22, 2024","March 22, 2024",21,18,Willowdale,13,7,8.6,5.36,3,22,0,1
"March 22, 2024","March 22, 2024",21,19,Beaches-East York,18,11,10,4.99,2,21,1,2
"March 22, 2024","March 22, 2024",21,20,Scarborough Southwest,12,9,5.3,5.95,1,20,0,1
"March 22, 2024","March 22, 2024",21,21,Scarborough Centre,13,8,10,4.65,2,23,0,2
"March 22, 2024","March 22, 2024",21,22,Scarborough-Agincourt,10,10,6.5,5.13,2,17,0,2
"March 22, 2024","March 22, 2024",21,23,Scarborough North,16,9,9.4,5.33,2,33,0,1
"March 22, 2024","March 22, 2024",21,24,Scarborough-Guildwood,12,10,3.3,4.87,2,18,0,1
"March 22, 2024","March 22, 2024",21,25,Scarborough-Rouge Park,7,6,10,4.83,3,30,0,3
"March 22, 2024","March 22, 2024",22,1,Etobicoke North,12,7,10,5.19,3,39,0,2
